name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
HATFLDENE,n,r,3,0,0,0,21,0,21,0,21,0,0,0,21,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDF,n,r,3,0,0,0,3,0,3,0,3,0,0,0,3,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDFL,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000944198,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HATFLDFLNE,n,r,3,0,0,0,3,0,3,0,3,0,0,0,3,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDFLS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,0.077963103,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HATFLDG,n,r,25,0,0,0,25,0,25,0,25,0,0,0,25,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HATFLDH,l,r,4,8,4,4,7,7,0,7,0,7,0,0,0,-10,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HEART6LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,564.813174,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HEART8LS,u,r,8,0,0,0,0,0,0,0,0,0,0,0,0,181.619936,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HELIX,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,2499.999903,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HELIXNE,n,r,3,0,0,0,3,1,2,0,3,0,1,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HETmZ,n,r,2,0,0,0,1002,0,1002,1002,0,0,0,1002,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HILBERTA,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,60.18942629,0,1,1,0,0,0,0,2   4   5   6  10,2   4   5   6  10,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,0  0  0  0  0,10.5      22.8429      29.0536      35.2734      60.1894
HILBERTB,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,510.1894263,0,1,1,0,0,0,0,5  10  50,5  10  50,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,254.05357      510.18943      2559.6775
HIMMELBA,l,r,2,0,0,0,2,2,0,0,2,0,2,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBB,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,26656.13346,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBC,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HIMMELBCLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,106,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBD,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HIMMELBF,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,29053.00236,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBFNE,n,r,4,0,0,0,7,0,7,0,7,0,0,0,7,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HIMMELBG,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,0.459849301,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBH,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBI,l,r,100,200,100,100,12,12,0,12,0,12,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBJ,l,r,45,47,45,2,14,14,0,0,14,0,14,0,0,-30.95827732,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELBK,n,r,24,24,24,0,14,2,12,0,14,0,2,0,12,0.14696,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HIMMELP1,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,86.00283362,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HIMMELP2,n,r,2,4,2,2,1,0,1,1,0,0,0,1,0,86.00283362,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HIMMELP3,n,r,2,4,2,2,2,0,2,2,0,0,0,2,0,-7.913686406,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HIMMELP4,n,r,2,4,2,2,3,0,3,3,0,0,0,3,0,-7.913686406,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HIMMELP5,n,r,2,4,2,2,3,0,3,3,0,0,0,3,0,13.56856348,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HIMMELP6,n,r,2,4,2,2,5,2,3,5,0,2,0,3,0,13.56856348,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HONG,l,r,4,8,4,4,1,1,0,0,1,0,1,0,0,149.4388814,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS1,b,r,2,1,1,0,0,0,0,0,0,0,0,0,0,909,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS10,n,r,2,0,0,0,1,0,1,1,0,0,0,1,0,-20,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS100,n,r,7,0,0,0,4,0,4,4,0,0,0,4,0,714,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS100LNP,n,r,7,0,0,0,2,0,2,0,2,0,0,0,2,714,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS100MOD,n,r,7,0,0,0,4,0,4,4,0,0,0,4,0,714,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS101,n,r,7,14,7,7,5,0,5,5,0,0,0,5,0,2205.86837,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS102,n,r,7,14,7,7,5,0,5,5,0,0,0,5,0,2206.88852,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS103,n,r,7,14,7,7,5,0,5,5,0,0,0,5,0,2208.885947,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS104,n,r,8,16,8,8,5,0,5,5,0,0,0,5,0,3.657365698,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS105,l,r,8,16,8,8,1,1,0,1,0,1,0,0,0,1291.260092,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS106,n,r,8,16,8,8,6,3,3,6,0,3,0,3,0,15000,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS107,n,r,9,8,5,3,6,0,6,0,6,0,0,0,6,4853.333504,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS108,n,r,9,1,1,0,13,0,13,13,0,0,0,13,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS109,n,r,9,16,9,7,10,2,8,4,6,2,0,2,6,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
HS11,n,r,2,0,0,0,1,0,1,1,0,0,0,1,0,-24.98,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS111,n,r,10,20,10,10,3,0,3,0,3,0,0,0,3,-21.01453948,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS112,l,r,10,10,10,0,3,3,0,0,3,0,3,0,0,-20.96028509,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS113,n,r,10,0,0,0,8,3,5,8,0,3,0,5,0,753,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS114,n,r,10,20,10,10,11,5,6,8,3,4,1,4,2,-872.3872,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
HS116,n,r,13,26,13,13,14,4,10,14,0,4,0,10,0,450,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS117,n,r,15,15,15,0,5,0,5,5,0,0,0,5,0,2400.1053,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS118,l,r,15,30,15,15,17,17,0,17,0,17,0,0,0,942.71625,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS119,l,r,16,32,16,16,8,8,0,0,8,0,8,0,0,566766,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS12,n,r,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS13,n,r,2,2,2,0,1,0,1,1,0,0,0,1,0,20,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS14,n,r,2,0,0,0,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS15,n,r,2,1,0,1,2,0,2,2,0,0,0,2,0,909,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS16,n,r,2,3,1,2,2,0,2,2,0,0,0,2,0,909,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS17,n,r,2,3,1,2,2,0,2,2,0,0,0,2,0,909,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS18,n,r,2,4,2,2,2,0,2,2,0,0,0,2,0,4.04,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS19,n,r,2,4,2,2,2,0,2,2,0,0,0,2,0,-1808.858296,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS1NE,n,r,2,1,1,0,2,1,1,0,2,0,1,0,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS2,b,r,2,1,1,0,0,0,0,0,0,0,0,0,0,909,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS20,n,r,2,2,1,1,3,0,3,3,0,0,0,3,0,909,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS21,l,r,2,4,2,2,1,1,0,1,0,1,0,0,0,-98.99,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS21MOD,l,r,7,14,7,7,1,1,0,1,0,1,0,0,0,-98.99,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS22,n,r,2,0,0,0,2,1,1,2,0,1,0,1,0,1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS23,n,r,2,4,2,2,5,1,4,5,0,1,0,4,0,10,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS24,l,r,2,2,2,0,3,3,0,3,0,3,0,0,0,-0.01336459,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS25,b,r,3,6,3,3,0,0,0,0,0,0,0,0,0,32.835,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS25NE,n,r,3,6,3,3,99,0,99,0,99,0,0,0,99,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS26,n,r,3,0,0,0,1,0,1,0,1,0,0,0,1,21.16,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS268,l,r,5,0,0,0,5,5,0,5,0,5,0,0,0,12048,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS27,n,r,3,0,0,0,1,0,1,0,1,0,0,0,1,4.01,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS28,l,r,3,0,0,0,1,1,0,0,1,0,1,0,0,13,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS29,n,r,3,0,0,0,1,0,1,1,0,0,0,1,0,-1,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS2NE,n,r,2,1,1,0,2,1,1,0,2,0,1,0,1,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS3,b,r,2,1,1,0,0,0,0,0,0,0,0,0,0,1.00081,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS30,n,r,3,6,3,3,1,0,1,1,0,0,0,1,0,3,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS31,n,r,3,6,3,3,1,0,1,1,0,0,0,1,0,19,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS32,n,r,3,3,3,0,2,1,1,1,1,0,1,1,0,7.2,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS33,n,r,3,4,3,1,2,0,2,2,0,0,0,2,0,-3,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS34,n,r,3,6,3,3,2,0,2,2,0,0,0,2,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS35,l,r,3,3,3,0,1,1,0,1,0,1,0,0,0,2.25,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS35I,l,r,3,6,3,3,1,1,0,1,0,1,0,0,0,2.25,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS35MOD,l,r,3,4,3,1,1,1,0,1,0,1,0,0,0,2.25,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS36,l,r,3,6,3,3,1,1,0,1,0,1,0,0,0,-1000,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS37,l,r,3,6,3,3,2,2,0,2,0,2,0,0,0,-1000,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS38,b,r,4,8,4,4,0,0,0,0,0,0,0,0,0,19192,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS39,n,r,4,0,0,0,2,0,2,0,2,0,0,0,2,-2,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS3MOD,b,r,2,1,1,0,0,0,0,0,0,0,0,0,0,82,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS4,b,r,2,2,2,0,0,0,0,0,0,0,0,0,0,3.323567708,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS40,n,r,4,0,0,0,3,0,3,0,3,0,0,0,3,-0.4096,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS41,l,r,4,8,4,4,1,1,0,0,1,0,1,0,0,-6,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS42,n,r,4,0,0,0,2,1,1,0,2,0,1,0,1,14,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS43,n,r,4,0,0,0,3,0,3,3,0,0,0,3,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS44,l,r,4,4,4,0,6,6,0,6,0,6,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS44NEW,l,r,4,4,4,0,6,6,0,6,0,6,0,0,0,-1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS45,b,r,5,10,5,5,0,0,0,0,0,0,0,0,0,1.733333333,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS46,n,r,5,0,0,0,2,0,2,0,2,0,0,0,2,3.337626266,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS47,n,r,5,0,0,0,3,0,3,0,3,0,0,0,3,20.73807749,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS48,l,r,5,0,0,0,2,2,0,0,2,0,2,0,0,84,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS49,l,r,5,0,0,0,2,2,0,0,2,0,2,0,0,266.000064,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS5,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS50,l,r,5,0,0,0,3,3,0,0,3,0,3,0,0,7516,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS51,l,r,5,0,0,0,3,3,0,0,3,0,3,0,0,8.5,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS52,l,r,5,0,0,0,3,3,0,0,3,0,3,0,0,42,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS53,l,r,5,10,5,5,3,3,0,0,3,0,3,0,0,6,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS54,l,r,6,12,6,6,1,1,0,0,1,0,1,0,0,-0.765099292,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS55,l,r,6,8,6,2,6,6,0,0,6,0,6,0,0,6,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS56,n,r,7,0,0,0,4,0,4,0,4,0,0,0,4,-1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS57,n,r,2,2,2,0,1,0,1,1,0,0,0,1,0,0.030798602,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS59,n,r,2,4,2,2,3,0,3,3,0,0,0,3,0,86.87899944,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS6,n,r,2,0,0,0,1,0,1,0,1,0,0,0,1,4.84,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS60,n,r,3,6,3,3,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS61,n,r,3,0,0,0,2,0,2,0,2,0,0,0,2,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS62,l,r,3,6,3,3,1,1,0,0,1,0,1,0,0,-25698.30093,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS63,n,r,3,3,3,0,2,1,1,0,2,0,1,0,1,976,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS64,n,r,3,3,3,0,1,0,1,1,0,0,0,1,0,266035,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS65,n,r,3,6,3,3,1,0,1,1,0,0,0,1,0,136.1111111,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS66,n,r,3,6,3,3,2,0,2,2,0,0,0,2,0,0.58,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS7,n,r,2,0,0,0,1,0,1,0,1,0,0,0,1,-0.390562088,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS70,n,r,4,8,4,4,1,0,1,1,0,0,0,1,0,0.981859614,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS71,n,r,4,8,4,4,2,0,2,1,1,0,0,1,1,16,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
HS72,n,r,4,8,4,4,2,0,2,2,0,0,0,2,0,5,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS73,n,r,4,4,4,0,3,2,1,2,1,1,1,1,0,130.8,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS74,n,r,4,8,4,4,5,2,3,2,3,2,0,0,3,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS75,n,r,4,8,4,4,5,2,3,2,3,2,0,0,3,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS76,l,r,4,4,4,0,3,3,0,3,0,3,0,0,0,-1.25,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS76I,l,r,4,8,4,4,3,3,0,3,0,3,0,0,0,-1.25,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS77,n,r,5,0,0,0,2,0,2,0,2,0,0,0,2,4,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS78,n,r,5,0,0,0,3,0,3,0,3,0,0,0,3,-6,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS79,n,r,5,0,0,0,3,0,3,0,3,0,0,0,3,1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS8,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,-1,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS80,n,r,5,10,5,5,3,0,3,0,3,0,0,0,3,0.000335463,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS81,n,r,5,10,5,5,3,0,3,0,3,0,0,0,3,-0.499664537,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS83,n,r,5,10,5,5,3,0,3,3,0,0,0,3,0,-32217.43104,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS84,n,r,5,10,5,5,3,0,3,3,0,0,0,3,0,-2351243.483,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS86,l,r,5,5,5,0,10,10,0,10,0,10,0,0,0,20,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS87,n,r,6,12,6,6,4,0,4,0,4,0,0,0,4,8927.5964,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS9,l,r,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HS93,n,r,6,6,6,0,2,0,2,2,0,0,0,2,0,137.0664372,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS95,n,r,6,12,6,6,4,0,4,4,0,0,0,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS96,n,r,6,12,6,6,4,0,4,4,0,0,0,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS97,n,r,6,12,6,6,4,0,4,4,0,0,0,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS98,n,r,6,12,6,6,4,0,4,4,0,0,0,4,0,0,0,1,1,1,0,1,0,,,,,,,,,,,,,,,
HS99,n,r,7,14,7,7,2,0,2,0,2,0,0,0,2,-776360496.6,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HS99EXP,n,r,31,20,10,10,21,0,21,0,21,0,0,0,21,0,0,1,1,0,1,0,1,,,,,,,,,,,,,,,
HUBFIT,l,r,2,1,1,0,1,1,0,1,0,1,0,0,0,0.5086315,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HUESTIS,l,r,10,10,10,0,2,2,0,0,2,0,2,0,0,10,0,1,1,0,0,0,0,10  100,10  100,10  100,10  100,0  0,2  2,2  2,0  0,0  0,2  2,0  0,2  2,0  0,0  0,10  100
HUESmMOD,l,r,10,10,10,0,2,2,0,0,2,0,2,0,0,1,0,1,1,0,0,0,0,10  100,10  100,10  100,10  100,0  0,2  2,2  2,0  0,0  0,2  2,0  0,2  2,0  0,0  0,1           1
HUMPS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,25614.33468,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HYDC20LS,u,r,99,0,0,0,0,0,0,0,0,0,0,0,0,1341.662521,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HYDCAR20,n,r,99,0,0,0,99,0,99,0,99,0,0,0,99,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HYDCAR6,n,r,29,0,0,0,29,0,29,0,29,0,0,0,29,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
HYDCAR6LS,u,r,29,0,0,0,0,0,0,0,0,0,0,0,0,704.1073341,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
HYPCIR,n,r,2,0,0,0,2,0,2,0,2,0,0,0,2,0,1,1,1,0,1,0,1,,,,,,,,,,,,,,,
INDEF,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,8.661633238,0,1,1,0,0,0,0,10   50  100,10   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,8.66163      47.1728      76.6643
INDEFM,u,r,10,0,0,0,0,0,0,0,0,0,0,0,0,8.661595359,0,1,1,0,0,0,0,10   50  100,10   50  100,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,0  0  0,8.6616      45.6115      91.6655
INTEGREQ,n,r,52,4,2,2,50,0,50,0,50,0,0,0,50,0,1,1,1,0,1,0,1,10   50  100,12   52  102,4  4  4,2  2  2,2  2  2,10   50  100,0  0  0,10   50  100,0  0  0,10   50  100,0  0  0,0  0  0,0  0  0,10   50  100,0  0  0
INTEQNE,n,r,12,0,0,0,12,2,10,0,12,0,2,0,10,0,1,1,1,0,1,0,1,10   50  100,12   52  102,0  0  0,0  0  0,0  0  0,12   52  102,2  2  2,10   50  100,0  0  0,12   52  102,0  0  0,2  2  2,0  0  0,10   50  100,0  0  0
INTEQNELS,u,r,12,0,0,0,0,0,0,0,0,0,0,0,0,0.063416842,0,1,1,0,0,0,0,10   50  100  500,12   52  102  502,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0  0  0  0,0.063417     0.28953     0.57305       2.842
JANNSON3,n,r,6,12,6,6,3,1,2,2,1,0,1,2,0,7,0,1,1,1,0,1,0,3,6,12,6,6,3,1,2,2,1,0,1,2,0,7
JANNSON4,n,r,3,6,3,3,2,0,2,2,0,0,0,2,0,4,0,1,1,1,0,1,0,3,3,6,3,3,2,0,2,2,0,0,0,2,0,4
JENSMP,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,4171.306162,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
JNLBRNG1,b,r,25,41,25,16,0,0,0,0,0,0,0,0,0,15.3072848,0,1,1,0,0,0,0,4   10   23   32   34   75  100  125,20   50  115  160  170  375  500  625,34   76  167  230  244  531  706  881,20   50  115  160  170  375  500  625,14   26   52   70   74  156  206  256,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,10.9641      19.0116      19.8426      19.9269       19.937      19.9976      20.0043      20.0074
JNLBRNG2,b,r,25,41,25,16,0,0,0,0,0,0,0,0,0,3.484018872,0,1,1,0,0,0,0,4   10   23   32   34   75  100  125,20   50  115  160  170  375  500  625,34   76  167  230  244  531  706  881,20   50  115  160  170  375  500  625,14   26   52   70   74  156  206  256,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,-8.25802      11.5687      13.5786      13.7869      13.8119      13.9623      13.9788      13.9864
JNLBRNGA,b,r,25,41,25,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4   10   23   32   34   75  100  125,20   50  115  160  170  375  500  625,34   76  167  230  244  531  706  881,20   50  115  160  170  375  500  625,14   26   52   70   74  156  206  256,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0
JNLBRNGB,b,r,25,41,25,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4   10   23   32   34   75  100  125,20   50  115  160  170  375  500  625,34   76  167  230  244  531  706  881,20   50  115  160  170  375  500  625,14   26   52   70   74  156  206  256,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0,0  0  0  0  0  0  0  0
JUDGE,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,2959.941188,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
JUDGEB,b,r,2,4,2,2,0,0,0,0,0,0,0,0,0,2959.941188,0,1,1,0,0,0,0,,,,,,,,,,,,,,,
JUNKTURN,n,r,60,28,14,14,35,0,35,0,35,0,0,0,35,130,0,1,1,0,1,0,1,50  100  500,510  1010  5010,28  28  28,14  14  14,14  14  14,350   700  3500,0  0  0,350   700  3500,0  0  0,350   700  3500,0  0  0,0  0  0,0  0  0,350   700  3500,148           149         149.8
